HSRL Aerosol Heights for Marine
1148.858519
1163.8481419
1163.8481419
1178.8377647999998
1178.8377647999998
1163.8481419
1163.8481419
1103.8896502999999
1088.9000273999998
1298.7547479999998
1298.7547479999998
1253.7858792999998
1268.7755022
1223.8066334999999
1073.9104045
1073.9104045
1013.9519128999998
953.9934212999999
1028.9415357999999
1358.7132396
1358.7132396
1028.9415357999999
1028.9415357999999
1043.9311587
1193.8273877
1193.8273877
1193.8273877
1178.8377647999998
1148.858519
1433.6613541
1703.4745662999999
1718.4641892
1943.3085327
5345.952930999999
5540.818028699999
5705.703880599998
5660.735011899998
5660.735011899998
4791.336883699999
4791.336883699999
2348.028351
2422.9764655
1898.3396639999996
2033.2462701
1148.858519
1073.9104045
1013.9519128999998
1583.5575830999996
1583.5575830999996
1388.6924854
1358.7132396
1343.7236166999999
1343.7236166999999
1373.7028624999998
1403.6821082999998
1373.7028624999998
1358.7132396
1448.6509769999998
1448.6509769999998
1403.6821082999998
1448.6509769999998
1373.7028624999998
1403.6821082999998
1403.6821082999998
1418.6717311999998
1403.6821082999998
1448.6509769999998
1448.6509769999998
1448.6509769999998
1433.6613541
1433.6613541
1433.6613541
1448.6509769999998
1433.6613541
1448.6509769999998
1463.6405998999999
1298.7547479999998
1283.7651250999998
1298.7547479999998
1298.7547479999998
1298.7547479999998
1493.6198456999998
1313.7443709
1343.7236166999999
1343.7236166999999
1328.7339937999998
1328.7339937999998
1298.7547479999998
1418.6717311999998
1298.7547479999998
1298.7547479999998
1298.7547479999998
1298.7547479999998
1193.8273877
1268.7755022
1253.7858792999998
1298.7547479999998
1328.7339937999998
1328.7339937999998
1343.7236166999999
1358.7132396
1358.7132396
1358.7132396
1388.6924854
1358.7132396
1328.7339937999998
1298.7547479999998
1298.7547479999998
1298.7547479999998
1283.7651250999998
1163.8481419
1208.8170105999998
1223.8066334999999
1238.7962564
1238.7962564
1268.7755022
1268.7755022
1268.7755022
1313.7443709
1328.7339937999998
1343.7236166999999
1343.7236166999999
1358.7132396
1433.6613541
1388.6924854
1373.7028624999998
1373.7028624999998
1373.7028624999998
1358.7132396
1388.6924854
1373.7028624999998
1358.7132396
1358.7132396
1358.7132396
1358.7132396
1358.7132396
1343.7236166999999
1343.7236166999999
1343.7236166999999
1388.6924854
1358.7132396
1358.7132396
1373.7028624999998
1358.7132396
1358.7132396
1328.7339937999998
1328.7339937999998
1328.7339937999998
1388.6924854
1373.7028624999998
1358.7132396
1403.6821082999998
1403.6821082999998
1403.6821082999998
1268.7755022
1268.7755022
1268.7755022
1268.7755022
1268.7755022
1268.7755022
1268.7755022
1268.7755022
1268.7755022
1193.8273877
1193.8273877
1178.8377647999998
1208.8170105999998
1208.8170105999998
1343.7236166999999
1328.7339937999998
1328.7339937999998
1328.7339937999998
1313.7443709
1313.7443709
1328.7339937999998
1298.7547479999998
1268.7755022
1268.7755022
1313.7443709
1328.7339937999998
1313.7443709
1328.7339937999998
1373.7028624999998
1358.7132396
1403.6821082999998
1448.6509769999998
1373.7028624999998
1388.6924854
1193.8273877
1403.6821082999998
1178.8377647999998
1178.8377647999998
1223.8066334999999
1403.6821082999998
1388.6924854
1463.6405998999999
1433.6613541
1403.6821082999998
1403.6821082999998
1358.7132396
1298.7547479999998
1313.7443709
1313.7443709
1358.7132396
1343.7236166999999
1358.7132396
1358.7132396
1373.7028624999998
1343.7236166999999
1403.6821082999998
1403.6821082999998
1418.6717311999998
1373.7028624999998
1343.7236166999999
1373.7028624999998
1358.7132396
1343.7236166999999
1388.6924854
1388.6924854
1373.7028624999998
1178.8377647999998
1178.8377647999998
1238.7962564
1238.7962564
1238.7962564
1313.7443709
1358.7132396
1373.7028624999998
1388.6924854
1373.7028624999998
1358.7132396
1313.7443709
